1,21122
2,17765.6
3,18491.7
4,18658
5,18848.7
6,20162.2
7,18663.3
8,17622.6
9,18084
10,18693.3
11,17230.7
12,18670.4
13,19424.7
14,19402.7
15,18214
16,18756.9
17,19144
18,18973.8
19,18880
21,20462
22,19341.4
23,17301.3
24,18264.4
25,20226.7
26,18930.7
27,19841
28,20310
29,19748.7
2A,19068
2B,17613.3
30,18020
31,21474.7
32,19066.8
33,20388
34,18411.5
35,20279.6
36,18427.6
37,19952
38,20824.7
39,19433.5
40,19594
41,19562.8
42,18866.2
43,18855.5
44,20363.8
45,20321.7
46,18787.8
47,18132.1
48,18336.5
49,19016.7
50,18668.7
51,19746.7
52,18180.7
53,18789
54,19619.4
55,18608
56,19609.3
57,19494.3
58,18413.3
59,18050.7
60,20216.1
61,18197.8
62,17155.3
63,20015.2
64,20147.2
65,18885.3
66,17522
67,21182.3
68,21482.7
69,20953.3
70,18508
71,18811.3
72,19102
73,20894.5
74,23658
75,25711
76,19316.5
77,21707.2
78,25143.9
79,18818.7
80,18345
81,18700.6
82,18398.8
83,19611
84,18007.4
85,19184.4
86,19205.7
87,19118
88,18403
89,19079.5
90,19704
91,22615.2
92,25522
93,16609.4
94,21359.1
95,20547.6
