44,462338,8.3
75,326410,5.6
84,681779,8.9
27,179013,6.4
53,95678,3
24,158869,6.2
94,32076,10.1
11,2160215,18.2
76,469325,8.3
32,288709,4.8
28,126626,3.8
52,119408,3.3
93,499811,10.1
